INSTNM,CITY,STABBR,LATITUDE,LONGITUDE,ADM_RATE,SAT_AVG,TUITIONFEE_IN,TUITIONFEE_OUT
Ecumenical Theological Seminary,Detroit,MI,42.344129,-83.055266,NULL,NULL,NULL,NULL
Ross Medical Education Center-Saginaw,Saginaw,MI,43.469473,-83.967884,NULL,NULL,NULL,NULL
Sussex County Community College,Newton,NJ,41.067633,-74.758079,NULL,NULL,6750,10950
Landmark College,Putney,VT,42.977172,-72.512549,0.5722,NULL,56800,56800
National American University-Independence,Independence,MO,39.052713,-94.360702,NULL,NULL,15000,15000
Yeshiva Gedolah of Greater Detroit,Oak Park,MI,42.471924,-83.200754,0.9375,NULL,6800,6800
Austin Graduate School of Theology,Austin,TX,30.343842,-97.711751,NULL,NULL,NULL,NULL
Collin County Community College District,McKinney,TX,33.16241,-96.63894,NULL,NULL,1504,4864
Owensboro Community and Technical College,Owensboro,KY,37.717355,-87.082861,NULL,NULL,4248,14400
Jenny Lea Academy of Cosmetology,Whitesburg,KY,37.123363,-82.838909,NULL,NULL,NULL,NULL
Empire Beauty School-Hurstborne,Louisville,KY,38.166498,-85.605317,NULL,NULL,NULL,NULL
Cloyd's Beauty School 3 Inc,Monroe,LA,32.533231,-92.080603,NULL,NULL,NULL,NULL
Moore Norman Technology Center,Norman,OK,35.274434,-97.457319,0.8352,NULL,NULL,NULL
Fayette County Career & Technical Institute Practical Nursing Program,Uniontown,PA,39.860976,-79.741718,NULL,NULL,NULL,NULL
Franklin County Career and Technology Center,Chambersburg,PA,39.897693,-77.680541,NULL,NULL,NULL,NULL
Paul Mitchell the School-Knoxville,Knoxville,TN,35.92271,-84.057621,NULL,NULL,NULL,NULL
Ogle School Hair Skin Nails-Hurst,Hurst,TX,32.822035,-97.201403,NULL,NULL,NULL,NULL
FIDM-Fashion Institute of Design & Merchandising-San Diego,San Diego,CA,32.708877,-117.155894,0.5865,NULL,32293,32293
Tennessee College of Applied Technology Nashville,Nashville,TN,36.132649,-86.856335,NULL,NULL,NULL,NULL
ECPI University,Virginia Beach,VA,36.842526,-76.178773,0.7221,NULL,16039,16039
Branford Hall Career Institute-Jersey City,Jersey City,NJ,40.731229,-74.064695,NULL,NULL,NULL,NULL
Paul Mitchell the School-Houston,Houston,TX,29.785868,-95.559723,NULL,NULL,NULL,NULL
TDDS Technical Institute,Lake Milton,OH,41.115282,-80.957782,0.6279,NULL,NULL,NULL
Fortis Institute-Forty Fort,Forty Fort,PA,41.281911,-75.882975,NULL,NULL,13369,13369
Laurel Business Institute,Uniontown,PA,39.90248,-79.724907,1,NULL,10104,10104
Aviation Institute of Maintenance-Philadelphia,Philadelphia,PA,40.070184,-75.007237,NULL,NULL,16757,16757
Carrington College-Phoenix East,Phoenix,AZ,33.566262,-112.10442,NULL,NULL,NULL,NULL
Dorsey School of Business-Roseville,Roseville,MI,42.527764,-82.915541,NULL,NULL,20772,20772
Moler-Pickens Beauty Academy,Fairfield,OH,39.317488,-84.499701,NULL,NULL,NULL,NULL
Red River Technology Center,Duncan,OK,34.491393,-97.99029,NULL,NULL,NULL,NULL
Southern Union State Community College,Wadley,AL,33.128785,-85.572382,NULL,NULL,4440,8310
South University-Columbia,Columbia,SC,34.098042,-80.961839,NULL,NULL,17014,17014
Clinton Technical School,Clinton,MO,38.363669,-93.768459,0.8333,NULL,NULL,NULL
Greene County Career and Technology Center,Waynesburg,PA,39.893537,-80.151066,1,NULL,NULL,NULL
Lac Courte Oreilles Ojibwe College,Hayward,WI,45.942252,-91.365002,NULL,NULL,4590,4590
Diesel Driving Academy-Shreveport,Shreveport,LA,32.47617,-93.794921,NULL,NULL,NULL,NULL
Pima Medical Institute-Mesa,Mesa,AZ,33.396878,-111.87417,NULL,NULL,NULL,NULL
Platt College-Los Angeles,Alhambra,CA,34.081723,-118.150013,NULL,NULL,13794,13794
Platt College-Aurora,Aurora,CO,39.661195,-104.854614,0.2222,NULL,19286,19286
Purdue University Global-Davenport,Davenport,IA,41.555024,-90.550682,NULL,NULL,14343,14343
Purdue University Global-Cedar Falls,Cedar Falls,IA,42.474593,-92.448419,NULL,NULL,14343,14343
Paul Mitchell the School-Boise,Boise,ID,43.594479,-116.286058,NULL,NULL,NULL,NULL
Christian Life College,Mount Prospect,IL,42.074096,-87.930934,NULL,NULL,NULL,NULL
Educators of Beauty College of Cosmetology-Rockford,Rockford,IL,42.299278,-88.998054,NULL,NULL,NULL,NULL
Northwestern College,Bridgeview,IL,41.751724,-87.797406,NULL,NULL,18475,18475
Douglas J Aveda Institute,East Lansing,MI,42.734606,-84.480467,NULL,NULL,NULL,NULL
Ross Medical Education Center-Brighton,Brighton,MI,42.548468,-83.796918,NULL,NULL,NULL,NULL
Ross Medical Education Center-Ann Arbor,Ann Arbor,MI,42.25294,-83.666667,NULL,NULL,NULL,NULL
Taylortown School of Beauty Inc,Taylor,MI,42.254745,-83.259322,NULL,NULL,NULL,NULL
Pike-Lincoln Technical Center,Eolia,MO,39.245484,-91.019918,NULL,NULL,NULL,NULL
West Virginia Junior College-United Career Institute,Mount Braddock,PA,39.950525,-79.652374,NULL,NULL,12292,12292
Bethel Seminary-San Diego,San Diego,CA,32.765387,-117.06605,NULL,NULL,NULL,NULL
St Charles Community College,Cottleville,MO,38.759703,-90.641105,NULL,NULL,2664,5376
Brandman University,Irvine,CA,33.656401,-117.769012,0.7917,NULL,12380,12380
New College of Florida,Sarasota,FL,27.384925,-82.55858,0.7679,1323,6916,29944
Montana Bible College,Bozeman,MT,45.655524,-111.064143,NULL,NULL,NULL,NULL
Conservatory of Recording Arts and Sciences,Tempe,AZ,33.407853,-111.889544,NULL,NULL,NULL,NULL
Adrian's College of Beauty Turlock,Turlock,CA,37.491448,-120.863784,NULL,NULL,NULL,NULL
California Career School,Anaheim,CA,33.819547,-117.906219,NULL,NULL,NULL,NULL
Rolf Institute of Structural Integration,Boulder,CO,40.066263,-105.203076,1,NULL,NULL,NULL
Sunstate Academy,Fort Myers,FL,26.596006,-81.870312,NULL,NULL,NULL,NULL
Elizabeth Grady School of Esthetics and Massage Therapy,Medford,MA,42.414728,-71.12623,NULL,NULL,NULL,NULL
Ross Medical Education Center-Port Huron,Port Huron,MI,43.024632,-82.452984,NULL,NULL,NULL,NULL
Capri Institute of Hair Design-Clifton,Clifton,NJ,40.887432,-74.152668,NULL,NULL,NULL,NULL
Raphael's School of Beauty Culture Inc-Alliance,Alliance,OH,40.902642,-81.152086,NULL,NULL,NULL,NULL
Metro Technology Centers,Oklahoma City,OK,35.512549,-97.478182,NULL,NULL,NULL,NULL
Hussian College-Daymar College Bowling Green,Bowling Green,KY,36.968327,-86.473717,NULL,NULL,15000,15000
Luna Community College,Las Vegas,NM,35.616303,-105.250865,NULL,NULL,962,2426
Grabber School of Hair Design,St. Louis,MO,38.557164,-90.390799,NULL,NULL,NULL,NULL
Yeshivah Gedolah Rabbinical College,Miami Beach,FL,25.782445,-80.141334,NULL,NULL,8300,8300
University of the District of Columbia-David A Clarke School of Law,Washington,DC,38.94621,-77.065221,NULL,NULL,NULL,NULL
Raphael's School of Beauty Culture Inc-Brunswick,Brunswick,OH,41.240245,-81.806142,NULL,NULL,NULL,NULL
Caribbean University-Ponce,Ponce,PR,18.006633,-66.59425,NULL,NULL,5424,5424
Caribbean University-Vega Baja,Vega Baja,PR,18.444882,-66.40315,NULL,NULL,5424,5424
University of Advancing Technology,Tempe,AZ,33.377712,-111.976087,0.8266,NULL,16598,16598
Paradise Valley Community College,Phoenix,AZ,33.652135,-112.009865,NULL,NULL,2070,7854
Chandler-Gilbert Community College,Chandler,AZ,33.293897,-111.795922,NULL,NULL,2070,7854
HSHS St. John's Hospital School of Clinical Laboratory Science,Springfield,IL,39.805641,-89.64524,NULL,NULL,NULL,NULL
Madison Media Institute,Madison,WI,43.058938,-89.294256,NULL,NULL,14708,14708
Great Plains Technology Center,Lawton,OK,34.592907,-98.450321,NULL,NULL,NULL,NULL
Roane-Jackson Technical Center,Leroy,WV,38.82254,-81.561142,NULL,NULL,NULL,NULL
Pioneer Technology Center,Ponca City,OK,36.72772,-97.093516,NULL,NULL,NULL,NULL
Portage Lakes Career Center,Uniontown,OH,40.943122,-81.472008,NULL,NULL,NULL,NULL
Eastern College of Health Vocations-New Orleans,New Orleans,LA,29.944923,-90.180687,NULL,NULL,NULL,NULL
Bell Mar Beauty College,Cicero,IL,41.850656,-87.767244,NULL,NULL,NULL,NULL
Caddo Kiowa Technology Center,Fort Cobb,OK,35.108561,-98.443443,NULL,NULL,NULL,NULL
Oswego County BOCES,Mexico,NY,43.457841,-76.259308,NULL,NULL,NULL,NULL
International School of Skin Nailcare & Massage Therapy,Atlanta,GA,33.908031,-84.379687,NULL,NULL,NULL,NULL
Palomar Institute of Cosmetology,San Marcos,CA,33.13663,-117.188351,NULL,NULL,NULL,NULL
Southern Oklahoma Technology Center,Ardmore,OK,34.186239,-97.082971,NULL,NULL,NULL,NULL
Vista College,El Paso,TX,31.786912,-106.411952,NULL,NULL,15680,15680
Autry Technology Center,Enid,OK,36.419122,-97.89719,0.9273,NULL,NULL,NULL
Greene County Vocational School District,Xenia,OH,39.771037,-83.946816,NULL,NULL,NULL,NULL
Canadian Valley Technology Center,El Reno,OK,35.509208,-97.881967,NULL,NULL,NULL,NULL
Wilkes-Barre Area Career and Technical Center Practical Nursing,Wilkes Barre,PA,41.262154,-75.810121,0.4025,NULL,NULL,NULL
Meridian Technology Center,Stillwater,OK,36.106981,-97.108414,NULL,NULL,NULL,NULL
Waynesville Career Center,Waynesville,MO,37.811315,-92.21393,NULL,NULL,NULL,NULL
Capitol School of Hairstyling and Esthetics,Omaha,NE,41.209501,-96.082248,NULL,NULL,NULL,NULL
Morris County Vocational School District,Denville,NJ,40.877531,-74.479263,0.95,NULL,NULL,NULL
Ross Medical Education Center-Roosevelt Park,Roosevelt Park,MI,43.191474,-86.267098,NULL,NULL,NULL,NULL
Ross Medical Education Center-Kentwood,Kentwood,MI,42.880955,-85.605379,NULL,NULL,NULL,NULL
South Florida Bible College and Theological Seminary,Deerfield Beach,FL,26.30294,-80.134508,NULL,NULL,6900,6900
Cloyd's Barber School 2 Inc,Monroe,LA,32.485377,-92.090159,NULL,NULL,NULL,NULL
Universal Technical Institute of Illinois Inc,Lisle,IL,41.80697,-88.104,NULL,NULL,NULL,NULL
Pennsylvania College of Technology,Williamsport,PA,41.234145,-77.023665,NULL,NULL,16740,23880
Commonwealth Institute of Funeral Service,Houston,TX,29.989545,-95.430153,NULL,NULL,13363,13363
Delta College of Arts & Technology,Baton Rouge,LA,30.463619,-91.113841,NULL,NULL,NULL,NULL
InterCoast Colleges-Santa Ana,Santa Ana,CA,33.70497,-117.85367,NULL,NULL,NULL,NULL
Stone Child College,Box Elder,MT,48.289808,-109.870182,NULL,NULL,2645,2645
New York Academy of Art,New York,NY,40.718388,-74.006019,NULL,NULL,NULL,NULL
Suffolk County Community College,Selden,NY,40.848963,-73.056165,NULL,NULL,5792,11012
Las Positas College,Livermore,CA,37.710873,-121.80058,NULL,NULL,1134,7734
Blades School of Hair Design,California,MD,38.286299,-76.48376,NULL,NULL,NULL,NULL
Ogeechee Technical College,Statesboro,GA,32.395767,-81.818517,NULL,NULL,2876,5012
Remington College-Mobile Campus,Mobile,AL,30.671139,-88.145035,NULL,NULL,15700,15700
Southern Technical College,Fort Myers,FL,26.596097,-81.877644,NULL,NULL,12924,12924
Mercy-St Luke's School of Radiologic Technology,Cedar Rapids,IA,41.985552,-91.660609,NULL,NULL,NULL,NULL
Southwest Acupuncture College-Santa Fe,Santa Fe,NM,35.661847,-105.949973,NULL,NULL,NULL,NULL
Northwest Technology Center-Alva,Alva,OK,36.786733,-98.675711,NULL,NULL,NULL,NULL
Mercer County Career Center,Mercer,PA,41.250851,-80.248614,NULL,NULL,NULL,NULL
California State University-San Marcos,San Marcos,CA,33.130569,-117.159013,0.5842,1047,7713,19593
Baptist Theological Seminary at Richmond,Henrico,VA,37.632354,-77.468483,NULL,NULL,NULL,NULL
Purdue University Global-Des Moines,Urbandale,IA,41.645171,-93.778426,NULL,NULL,14343,14343
Hairmasters Institute of Cosmetology,Bloomington,IL,40.474796,-88.979453,NULL,NULL,NULL,NULL
Tricoci University of Beauty Cuture LLC-Bloomington,Bloomington,IN,39.181606,-86.536403,NULL,NULL,NULL,NULL
Interactive College of Technology-Newport,Newport,KY,39.084818,-84.479078,NULL,NULL,9530,9530
Platt College-McCann-Monroe,Monroe,LA,32.524328,-92.10098,NULL,NULL,NULL,NULL
Ross Medical Education Center-Taylor,Taylor,MI,42.194933,-83.250307,NULL,NULL,NULL,NULL
National Tractor Trailer School Inc-Liverpool,Liverpool,NY,43.140652,-76.193341,NULL,NULL,NULL,NULL
Interactive College of Technology,Houston,TX,29.734143,-95.539975,NULL,NULL,9530,9530
Butler Beauty Academy-New Castle Beauty Academy,New Castle,PA,40.999207,-80.341891,NULL,NULL,NULL,NULL
NorthWest Arkansas Community College,Bentonville,AR,36.357704,-94.17289,NULL,NULL,3238,4738
Brewster Technical College,Tampa,FL,27.96373,-82.461722,NULL,NULL,NULL,NULL
Hodges University,Naples,FL,26.27591,-81.738388,0.7655,NULL,14180,14180
University of St. Augustine for Health Sciences,San Marcos,CA,33.151849,-117.165964,NULL,NULL,NULL,NULL
Capital Area School of Practical Nursing,Springfield,IL,39.718311,-89.626262,NULL,NULL,NULL,NULL
Hair Professionals Career College,Palos Hills,IL,41.702881,-87.816614,NULL,NULL,NULL,NULL
Alexandria School of Scientific Therapeutics,Alexandria,IN,40.255608,-85.674016,NULL,NULL,NULL,NULL
Empire Beauty School-Bloomfield,Bloomfield,NJ,40.79497,-74.199706,NULL,NULL,NULL,NULL
Southwest Technology Center,Altus,OK,34.668194,-99.341161,NULL,NULL,NULL,NULL
Western Area Career & Technology Center,Canonsburg,PA,40.254722,-80.246117,0.88,NULL,NULL,NULL
Hussian College-Daymar College Clarksville,Clarksville,TN,36.582865,-87.312856,NULL,NULL,15000,15000
Nossi College of Art,Nashville,TN,36.24323,-86.738561,0.4915,NULL,17800,17800
Seguin Beauty School-New Braunfels,New Braunfels,TX,29.70187,-98.125943,NULL,NULL,NULL,NULL
Pima Medical Institute-Seattle,Seattle,WA,47.699144,-122.326844,NULL,NULL,NULL,NULL
Mineral County Vocational Technical Center,Keyser,WV,39.427976,-78.987462,NULL,NULL,NULL,NULL
Hypnosis Motivation Institute,Tarzana,CA,34.170219,-118.538719,NULL,NULL,NULL,NULL
Los Angeles ORT College-Los Angeles Campus,Los Angeles,CA,34.064181,-118.369564,NULL,NULL,NULL,NULL
Thanh Le College School of Cosmetology,Garden Grove,CA,33.789713,-117.908306,NULL,NULL,NULL,NULL
Southeastern Technical College,Vidalia,GA,32.20393,-82.365827,NULL,NULL,2863,4999
Massachusetts School of Law,Andover,MA,42.682106,-71.19954,NULL,NULL,NULL,NULL
Alliance Career Center,Alliance,OH,40.911271,-81.111225,NULL,NULL,NULL,NULL
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,Orlando,FL,28.424285,-81.409713,NULL,NULL,NULL,NULL
Erwin Technical College,Tampa,FL,27.997242,-82.435933,NULL,NULL,NULL,NULL
Rosel School of Cosmetology,Niles,IL,42.050202,-87.838131,NULL,NULL,NULL,NULL
Worsham College of Mortuary Science,Wheeling,IL,42.147858,-87.927374,NULL,NULL,NULL,NULL
Bryan University,Springfield,MO,37.135397,-93.248107,NULL,NULL,15400,15400
Oregon College of Oriental Medicine,Portland,OR,45.524121,-122.671099,NULL,NULL,NULL,NULL
Central Pennsylvania Institute of Science and Technology,Pleasant Gap,PA,40.882223,-77.740423,NULL,NULL,NULL,NULL
Northwest Educational Center,Houston,TX,29.813796,-95.473149,NULL,NULL,NULL,NULL
Sebring Career Schools-Houston,Houston,TX,29.706713,-95.644945,NULL,NULL,NULL,NULL
PCI Health Training Center,Dallas,TX,32.82007,-96.876316,NULL,NULL,NULL,NULL
Bryant & Stratton College-Solon,Solon,OH,41.390012,-81.445939,NULL,NULL,18041,18041
Hamrick School,Medina,OH,41.135812,-81.728742,NULL,NULL,NULL,NULL
Alabama State College of Barber Styling,Gardendale,AL,33.643546,-86.810488,NULL,NULL,NULL,NULL
Fortis College,Mobile,AL,30.68413,-88.205581,NULL,NULL,NULL,NULL
Downey Adult School,Downey,CA,33.91965,-118.115727,NULL,NULL,NULL,NULL
CRU Institute of Cosmetology and Barbering,Garden Grove,CA,33.790145,-118.030758,NULL,NULL,NULL,NULL
Modern Technology School,Fountain Valley,CA,33.723142,-117.918837,NULL,NULL,NULL,NULL
National Career Education,Citrus Heights,CA,38.679835,-121.273917,NULL,NULL,NULL,NULL
North-West College-Glendale,Glendale,CA,34.148981,-118.255462,NULL,NULL,NULL,NULL
Fremont College,Cerritos,CA,33.868382,-118.097019,NULL,NULL,NULL,NULL
Pomona Unified School District Adult and Career Education,Pomona,CA,34.054864,-117.772606,NULL,NULL,NULL,NULL
Universal College of Beauty Inc-Los Angeles 2,Los Angeles,CA,34.004498,-118.332236,NULL,NULL,NULL,NULL
IBMC College,Fort Collins,CO,40.534067,-105.078989,NULL,NULL,12960,12960
Avalon School of Cosmetology-Aurora,Aurora,CO,39.676308,-104.848602,NULL,NULL,NULL,NULL
Academy of Cosmetology,Merritt Island,FL,28.394053,-80.70372,NULL,NULL,NULL,NULL
Sunstate Academy,Clearwater,FL,27.967041,-82.732693,NULL,NULL,NULL,NULL
Fortis College-Smyrna,Smyrna,GA,33.900255,-84.543009,NULL,NULL,14815,14815
Remington College-Honolulu Campus,Honolulu,HI,21.309273,-157.860023,NULL,NULL,16684,16684
Ross College-Quad Cities,Bettendorf,IA,41.543198,-90.519772,NULL,NULL,NULL,NULL
Pivot Point Academy,Bloomingdale,IL,41.955935,-88.076665,NULL,NULL,NULL,NULL
Blalock's Professional Beauty College,Shreveport,LA,32.426006,-93.78425,NULL,NULL,NULL,NULL
Diesel Driving Academy-Baton Rouge,Baton Rouge,LA,30.465289,-91.103287,NULL,NULL,NULL,NULL
New England Hair Academy,Malden,MA,42.427969,-71.067282,NULL,NULL,NULL,NULL
Rob Roy Academy-Worcester,Worcester,MA,42.263673,-71.807728,NULL,NULL,NULL,NULL
Upper Cape Cod Regional Technical School,Bourne,MA,41.745328,-70.578837,0.3333,NULL,NULL,NULL
All-State Career-Baltimore,Baltimore,MD,39.264664,-76.544942,NULL,NULL,NULL,NULL
Adler Graduate School,Minnetonka,MN,44.893479,-93.410236,NULL,NULL,NULL,NULL
Academy of Hair Design-Jackson,Jackson,MS,32.376376,-90.147044,NULL,NULL,NULL,NULL
KC's School of Hair Design,Pontotoc,MS,34.255442,-89.018705,NULL,NULL,NULL,NULL
Lincoln Technical Institute-Moorestown,Moorestown,NJ,39.94847,-74.955631,NULL,NULL,NULL,NULL
Monmouth County Vocational School District,Freehold,NJ,40.265559,-74.249254,NULL,NULL,NULL,NULL
Beauty School of Middletown,Middletown,NY,41.424621,-74.428046,NULL,NULL,NULL,NULL
Bryant & Stratton College-Southtowns,Orchard Park,NY,42.790162,-78.768896,NULL,NULL,17451,17451
Continental School of Beauty Culture-Olean,Olean,NY,42.084487,-78.428158,NULL,NULL,NULL,NULL
National Tractor Trailer School Inc-Buffalo,Buffalo,NY,42.864978,-78.856393,NULL,NULL,NULL,NULL
Yeshiva Gedolah Imrei Yosef D'spinka,Brooklyn,NY,40.628468,-73.992328,NULL,NULL,9500,9500
Knox County Career Center,Mount Vernon,OH,40.375889,-82.475117,NULL,NULL,NULL,NULL
Madison Adult Career Center,Mansfield,OH,40.774328,-82.460912,NULL,NULL,NULL,NULL
Remington College-Cleveland Campus,Cleveland,OH,41.422951,-81.579347,NULL,NULL,15678,15678
Toledo Academy of Beauty Culture-East,OREGON,OH,41.638647,-83.469064,NULL,NULL,NULL,NULL
U S Grant Joint Vocational School,Bethel,OH,38.969393,-84.094071,NULL,NULL,NULL,NULL
Chisholm Trail Technology Center,Omega,OK,35.84221,-98.20184,NULL,NULL,NULL,NULL
Gordon Cooper Technology Center,Shawnee,OK,35.380321,-96.908013,NULL,NULL,NULL,NULL
Kiamichi Technology Center-McAlester,McAlester,OK,34.924173,-95.745999,NULL,NULL,NULL,NULL
YTI Career Institute-Altoona,Altoona,PA,40.48539,-78.395445,NULL,NULL,NULL,NULL
Eastern Center for Arts and Technology,Willow Grove,PA,40.158437,-75.108649,1,NULL,NULL,NULL
Empire Beauty School-Center City Philadelphia,Philadelphia,PA,39.950921,-75.166566,NULL,NULL,NULL,NULL
CEM College-Humacao,Humacao,PR,18.148771,-65.821107,NULL,NULL,7425,7425
Colegio Mayor de Tecnologia Inc,Arroyo,PR,17.968588,-66.061831,NULL,NULL,NULL,NULL
Institucion Chaviano de Mayaguez,Mayaguez,PR,18.200763,-67.137002,NULL,NULL,NULL,NULL
EDIC College,Caguas,PR,18.242588,-66.025311,0.9724,NULL,7100,7100
Liceo de Arte-Dise-O y Comercio,Caguas,PR,18.233122,-66.034057,NULL,NULL,9722,9722
Universal Technology College of Puerto Rico,Aguadilla,PR,18.42812,-67.155628,NULL,NULL,NULL,NULL
Academy of Hair Technology,Greenville,SC,34.874681,-82.327426,NULL,NULL,NULL,NULL
Mr Wayne's School of Unisex Hair Design,Cookeville,TN,36.158772,-85.512381,NULL,NULL,NULL,NULL
Queen City College,Clarksville,TN,36.573521,-87.408706,NULL,NULL,NULL,NULL
College of the Marshall Islands,Majuro,MH,7.102688,171.378129,NULL,NULL,4885,5105
Remington College-Fort Worth Campus,Fort Worth,TX,32.776152,-97.213702,NULL,NULL,15802,15802
UCAS University of Cosmetology Arts & Sciences,San Antonio,TX,29.354354,-98.484836,NULL,NULL,NULL,NULL
